Date,Close,High,Low,Open,Volume,MA20,MA60,RSI,signal,sentiment_score,final_signal
2022-01-03,391.1861572265625,391.43937427224773,386.51156846510173,388.6248608653944,40575900,,,,Hold,0.0,Hold
2022-01-04,386.1123352050781,391.7705482299664,383.01541893348,391.7315848969011,58027200,,,,Hold,0.0,Hold
2022-01-05,374.2505187988281,385.5474773607961,373.99730172965064,384.4274970750118,75739800,,,,Hold,0.0,Hold
2022-01-06,373.9875793457031,377.2306007150052,370.199219910222,372.42940265304225,70814300,,,,Hold,0.0,Hold
2022-01-07,369.9362182617187,375.6821057032982,368.1637879896817,373.99729091228744,72652300,,,,Hold,0.0,Hold
2022-01-10,370.1797180175781,370.69590044692626,359.6618768929974,365.0279391905365,91770500,,,,Hold,0.0,Hold
2022-01-11,375.740478515625,375.9060206305727,367.36514715066335,369.44922430083886,68295700,,,,Hold,0.0,Hold
2022-01-12,377.2306213378906,380.0061720189423,374.9517565939594,378.31160870654446,54576400,,,,Hold,0.0,Hold
2022-01-13,367.7937316894531,379.2951960521045,366.8588197680704,378.61347148673974,77994000,,,,Hold,0.0,Hold
2022-01-14,370.0823364257813,370.4134504382263,365.06685520469034,365.2713904020376,80121200,,,,Hold,0.0,Hold
2022-01-18,360.8694763183594,366.39136228190114,360.1098547820308,364.2683212855361,75450900,,,,Hold,0.0,Hold
2022-01-19,356.9057922363281,364.90129926723534,356.6428269126242,362.4276479497391,81791500,,,,Hold,0.0,Hold
2022-01-20,352.27020263671875,364.1027825258744,351.73458306737507,360.1293840637579,88610700,,,,Hold,0.0,Hold
2022-01-21,342.5021667480469,352.7181079448339,342.2197346222496,350.0789145108733,143388900,,,14.123812749375048,Hold,0.0,Hold
2022-01-24,344.0701599121094,344.73241775804007,325.4204523266668,336.8732363075076,198685800,,,16.06355857877726,Hold,0.0,Hold
2022-01-25,336.0940246582031,341.85937838139654,332.75364016664133,337.6132971711856,124398400,,,15.418905963055096,Hold,0.0,Hold
2022-01-26,335.5682373046875,347.5566405149398,331.87724139745393,343.69035417715276,146559500,,,18.28504058132465,Hold,0.0,Hold
2022-01-27,332.1888122558594,342.0931056687476,331.16622553880836,340.27196393380945,95255700,,,17.396048663765185,Hold,0.0,Hold
2022-01-28,342.6092834472656,342.8235371800627,329.12113570448446,334.0684086431916,108167900,,,30.610911254626785,Hold,0.0,Hold
2022-01-31,353.56536865234375,354.149699698525,342.3365891287706,343.9727220021404,94326400,360.657160949707,,39.76727951831959,Hold,0.0,Hold
2022-02-01,355.97088623046875,356.6233957534103,349.7575868291186,354.9093657280363,74433000,358.89639739990236,,37.3316056501966,Hold,0.0,Hold
2022-02-02,358.8632507324219,360.4312052056577,354.7729928637206,360.1000912153565,78777100,357.53394317626953,,38.437933196657085,Hold,0.0,Hold
2022-02-03,344.3135681152344,352.4746471186195,343.25204770428917,349.1634773534148,95384800,356.03709564208987,,36.1133531628572,Hold,0.0,Hold
2022-02-04,348.6571044921875,351.95852629353226,342.77488937826047,344.82975198860566,86318300,354.77057189941405,,37.62936916059112,Hold,0.0,Hold
2022-02-07,345.852294921875,351.6176193023127,344.5959876270935,349.2511097649402,58198100,353.5663757324219,,40.63639688434893,Hold,0.0,Hold
2022-02-08,349.738037109375,350.8287725158773,343.58313906375696,344.7128377977231,64720900,352.5442916870117,,45.52637002334784,Hold,0.0,Hold
2022-02-09,357.14935302734375,357.2272499860865,352.6597717665106,354.2569417637777,55766400,351.61473541259767,,52.94325778947128,Hold,0.0,Hold
2022-02-10,349.0661315917969,356.9155644682543,347.22552265055316,350.1276521478093,112468500,350.20651092529295,,54.04174637237253,Hold,0.0,Hold
2022-02-11,337.9930725097656,350.6631964220533,336.76598043614223,349.066027074143,101569100,348.7164779663086,,46.65016088594256,Hold,0.0,Hold
2022-02-14,338.41192626953125,341.8107713545148,334.905998885152,337.4380509471334,80254400,347.1329574584961,,51.39380949147691,Hold,0.0,Hold
2022-02-15,346.826171875,347.0598924072058,342.6287722357038,343.6902926132209,55128800,346.4307922363281,,56.18307396491755,Hold,0.0,Hold
2022-02-16,346.73858642578125,347.7611436507016,341.54781418950745,344.57658196938326,58947100,345.9224319458008,,58.29080119932793,Hold,0.0,Hold
2022-02-17,336.42523193359375,344.22595282253224,336.00644297006625,343.52476142259576,61801400,345.1301834106445,,46.47187602615393,Hold,0.0,Hold
2022-02-18,332.588134765625,337.74966152600837,330.2800552572967,337.36011738339107,80001500,344.6344818115234,,36.97396088371691,Hold,0.0,Hold
2022-02-22,329.2477111816406,335.0520287130775,325.61517574368247,329.6470035760064,85967100,343.893359375,,33.596415607050545,Hold,0.0,Hold
2022-02-23,320.81396484375,333.24059154227604,320.5023176630174,332.40307317940693,86215400,343.12935638427734,,28.131758191915196,Hold,0.0,Hold
2022-02-24,331.5947265625,332.13037570497437,309.94550189674453,310.51033638338527,130614100,342.930680847168,,42.35901418557521,Hold,0.0,Hold
2022-02-25,336.7368469238281,336.94138213250466,328.57579699262675,332.39337147017665,78842100,343.15808258056643,,42.906832523720894,Hold,0.0,Hold
2022-02-28,337.7398986816406,339.43446169534934,332.40308174554,333.5619955810024,77515500,342.9146133422852,,45.0669274607649,Hold,0.0,Hold
2022-03-01,332.5686340332031,338.9864680636294,330.0463008202966,336.7173519143617,67407000,341.8647766113281,,39.72016390525128,Hold,0.0,Hold
2022-03-02,338.1488952636719,339.4830993238208,331.3512367311645,334.11703830029745,70609000,340.97367706298826,,38.36882986064797,Hold,0.0,Hold
2022-03-03,333.31854248046875,340.89529050718346,331.45843724286703,340.78814877836516,71089400,339.6964416503906,,39.96024700091717,Hold,0.0,Hold
2022-03-04,328.4880676269531,332.3933163869497,326.1702697955539,330.96171876502984,76936300,338.90516662597656,,43.41609056225986,Hold,0.0,Hold
2022-03-07,316.37310791015625,329.6373141349506,316.168602423875,328.47840017883215,89933800,337.290966796875,,36.86284140480323,Hold,0.0,Hold
2022-03-08,314.90264892578125,324.50504709175635,311.58172990374453,315.584343943711,116153900,335.7434844970703,,29.25317210860932,Hold,0.0,Hold
2022-03-09,326.2384948730469,327.5921958789798,320.4926362364872,323.0831482409689,64723400,334.5685073852539,,38.37654721954694,Hold,0.0,Hold
2022-03-10,322.6156921386719,323.82331784104474,318.17482270496157,322.17746604211277,69362700,332.8418243408203,,41.527226618803375,Hold,0.0,Hold
2022-03-11,315.9251403808594,325.8976436312633,315.4382027323931,325.58599640336917,66228400,331.1847747802734,,40.12236399126593,Hold,0.0,Hold
2022-03-14,309.8579406738281,318.0579546755952,309.1567492160719,314.6883542048612,79802600,329.77801818847655,,38.865905238823565,Hold,0.0,Hold
2022-03-15,319.5771484375,320.35626644797605,310.89019809296275,312.49708626661936,76471000,328.836279296875,,49.30012109037985,Hold,0.0,Hold
2022-03-16,331.4292297363281,331.54609001020464,319.8206237661332,323.4921524521994,105243000,328.0664321899414,,49.907471959209175,Hold,0.0,Hold
2022-03-17,335.441650390625,335.50008053791174,328.23497826217636,329.5302194874578,67810000,327.50158538818357,,49.266600885795306,Hold,0.0,Hold
2022-03-18,342.3074035644531,342.5995839728813,332.62708116075316,333.7859950907957,85446300,327.7956939697266,,52.42530190688608,Hold,0.0,Hold
2022-03-21,341.355712890625,343.6959267738545,336.96785649515317,341.472747390431,73799100,328.23407287597655,,54.88474654826626,Hold,0.0,Hold
2022-03-22,348.0642395019531,348.932074215001,341.47272478785516,341.8529901766235,63345900,329.1748992919922,,55.44366472335837,Hold,0.0,Hold
2022-03-23,343.0621337890625,348.7468627183793,343.0036314121792,345.1878292583709,70615500,330.2873077392578,,55.33930056196122,Hold,0.0,Hold
2022-03-24,350.68719482421875,350.73596663379254,342.8280596036386,344.98297609778405,53555300,331.24193115234374,,61.80319128049408,Hold,0.0,Hold
2022-03-25,350.394775390625,351.68188729274743,346.09467182471184,350.6287849157161,57584200,331.9248275756836,,70.69038602732384,Hold,0.0,Hold
2022-03-28,355.8161315917969,355.9136454569455,349.1465938629714,350.38493365490325,56833900,332.8286392211914,,73.74080093613613,Hold,0.0,Hold
2022-03-29,361.9396667480469,362.5637019901702,356.9375054681398,359.70672694862424,68073000,334.2971908569336,345.6063761393229,72.0500888897601,Hold,0.0,Hold
2022-03-30,357.94183349609375,361.7349060109512,356.45972376857384,360.07725940542946,68757700,335.2868377685547,345.05230407714845,71.71784903113043,Hold,0.0,Hold
2022-03-31,353.5052490234375,358.43914777902,352.6666653724775,358.08810376601923,67011400,336.2961730957031,344.5088526407878,73.76208679141155,Hold,0.0,Hold
2022-04-01,352.83245849609375,354.54857786742474,349.65369038520504,353.76852631291604,54527800,337.51339263916014,344.1518849690755,79.16240575780807,Hold,0.0,Hold
2022-04-04,360.0968017578125,360.1065620738348,353.40777151991296,353.6710322389669,45950200,339.69957733154297,343.92037200927734,78.44422545470125,Hold,0.0,Hold
2022-04-05,352.1011047363281,359.3556963579886,350.96024898030936,358.64387783012603,62738700,341.5595001220703,343.6231201171875,65.34202096047082,Hold,0.0,Hold
2022-04-06,344.45648193359375,347.88874994745345,341.82375623495386,346.78690570881565,90077100,342.4703994750977,343.1943995157878,56.34826554067645,Hold,0.0,Hold
2022-04-07,345.2756042480469,347.46953278848014,340.0004213866467,343.46194118095065,63777400,343.60339508056643,342.6866516113281,52.28478887162034,Buy,0.0,Buy
2022-04-08,340.4488525390625,344.2906664689678,339.8150570927389,343.53986629496006,61956100,344.82958068847654,342.07362213134763,49.34123893899477,Buy,0.0,Buy
2022-04-11,332.394775390625,337.1336461991477,332.05349170625715,336.2170693357857,66107400,345.95642242431643,341.4836395263672,38.83564387091836,Buy,0.0,Buy
2022-04-12,330.99066162109375,339.0253050777088,329.61579631478435,337.14340927653535,72790200,346.52709808349607,340.8321116129557,40.93438049758942,Buy,0.0,Buy
2022-04-13,337.7186584472656,338.77173080152915,330.6103233455642,331.3318723705771,61367800,346.841569519043,340.4462646484375,40.12767145717282,Buy,0.0,Buy
2022-04-14,329.9960632324219,338.3232483542657,329.7815446072718,337.80645754236645,73519400,346.5692901611328,339.9977691650391,36.04957183972217,Buy,0.0,Buy
2022-04-18,330.2495422363281,332.54098406910816,327.4218188022188,328.9429398152446,58560600,345.9663970947266,339.6307581583659,31.18541628675146,Buy,0.0,Buy
2022-04-19,337.6309509277344,338.2062441148995,328.5822166699637,329.60603798055195,56515700,345.78015899658203,339.54957122802733,32.436258374522396,Buy,0.0,Buy
2022-04-20,332.7066955566406,338.8984531263873,331.48784681287356,338.4401648084489,65500000,345.0122817993164,339.3601801554362,32.00775996334123,Buy,0.0,Buy
2022-04-21,325.82269287109375,339.2007800342766,324.8963855304097,336.58757504715226,75801000,344.15030975341796,339.1889912923177,30.928378661360583,Buy,0.0,Buy
2022-04-22,317.2908020019531,327.1976113773675,316.8617647243402,325.97876223802604,82562100,342.48049011230466,338.88436737060545,27.906420864803792,Buy,0.0,Buy
2022-04-25,321.3665771484375,321.6786096219993,314.39476709090667,315.662387855856,101755900,341.0290802001953,338.70399678548176,24.93052674828836,Buy,0.0,Buy
2022-04-26,309.23663330078125,319.4944558229734,308.96358255665734,319.30918839349266,105819600,338.70010528564455,338.14778594970704,23.66401278602716,Buy,0.0,Buy
2022-04-27,308.8660888671875,314.8335686545843,307.1499399976415,309.3341078264783,111204200,336.0464263916016,337.40279795328775,25.986820431049807,Hold,0.0,Hold
2022-04-28,319.8357849121094,321.66893883860865,309.60718236628287,313.8292925866465,99450000,334.14112396240233,336.80054626464846,34.9033546088656,Hold,0.0,Hold
2022-04-29,305.44354248046875,319.07515965390826,304.80974698698793,315.63313145885587,91977900,331.73803863525393,335.9102177937826,31.344832745677152,Hold,0.0,Hold
2022-05-02,310.54327392578125,310.77728344136193,301.9333068279768,305.03405193765815,115511800,329.62357940673826,335.3473795572917,37.97619655341032,Hold,0.0,Hold
2022-05-03,310.8747253417969,313.1661671748028,308.1055042727577,310.5626928885679,78185500,327.1624755859375,334.7176732381185,38.79896805434198,Hold,0.0,Hold
2022-05-04,321.3861083984375,322.058915423081,306.0676225876862,311.3525351569356,116083400,325.626725769043,334.30990346272785,41.2733333181145,Hold,0.0,Hold
2022-05-05,305.1998291015625,317.14455084755014,301.9040562178666,317.0665575945601,154607400,323.6638931274414,333.567599995931,37.84999618687598,Hold,0.0,Hold
2022-05-06,301.54327392578125,307.2377334745027,297.5064313350277,303.2009206408079,139572800,321.47727661132814,332.64083201090494,36.388057861321414,Hold,0.0,Hold
2022-05-09,289.7447509765625,301.6407279963995,288.35039499388364,295.91701839384905,113387300,318.94207153320315,331.6521423339844,28.20625855737012,Hold,0.0,Hold
2022-05-10,293.2648620605469,298.1402585982894,289.1792773813539,296.92140946385376,124124600,316.9855758666992,330.90667215983075,31.817023058248324,Hold,0.0,Hold
2022-05-11,284.5671081542969,296.51182827022683,283.69930314607365,291.00263678041307,140326100,314.6643981933594,330.0092585245768,31.293696859098205,Hold,0.0,Hold
2022-05-12,283.894287109375,288.37965712769153,277.8390539510273,280.2865121271832,120910900,311.97317962646486,328.9603937784831,33.69514786509461,Hold,0.0,Hold
2022-05-13,294.4154357910156,295.4490174318297,286.7512972908962,288.3504415696245,83684900,310.1941482543945,328.0883412679037,37.62098531986381,Hold,0.0,Hold
2022-05-16,291.0026550292969,294.72746492235825,289.72530358674845,292.6700322221477,59190400,308.23180389404297,327.33129831949867,40.895849694385454,Hold,0.0,Hold
2022-05-17,298.5400390625,298.9203045116113,293.0600684613582,296.8629014948216,62715300,306.2772583007812,326.76383005777996,45.18858652251367,Hold,0.0,Hold
2022-05-18,283.8846740722656,294.7177935741812,282.62681312255114,294.02549542663064,79477100,303.8361572265625,326.00777943929035,33.80486198101971,Hold,0.0,Hold
2022-05-19,282.3634338378906,287.0535923689451,280.4132753536652,282.0806822827589,79920700,301.66319427490237,325.3669372558594,38.239138811904034,Hold,0.0,Hold
2022-05-20,281.48590087890625,286.47830241216997,273.22697755707856,285.8250159086934,91764200,299.87294921875,324.5317901611328,34.52754469883253,Hold,0.0,Hold
2022-05-23,286.1662902832031,286.5465557453117,280.13054689629246,282.52923369769405,63648400,298.1129348754883,323.68894755045574,37.425639056827414,Hold,0.0,Hold
2022-05-24,280.081787109375,281.66141091858105,275.21615060325445,280.9496220270844,73491100,296.65519256591796,322.7279790242513,27.98802487142089,Hold,0.0,Hold
2022-05-25,284.0015869140625,286.07851044139545,278.38512100995723,278.58987931690285,67144500,295.4119674682617,321.9185282389323,37.00385866913334,Hold,0.0,Hold
2022-05-26,291.8703918457031,293.4207936837055,282.91917352607084,283.20195477566847,59462200,294.0136978149414,321.1472198486328,44.361029599875614,Hold,0.0,Hold
2022-05-27,301.39703369140625,301.54328964281206,294.88351076094557,295.0005155220702,66985600,293.8113723754883,320.6151947021484,56.97772592603963,Hold,0.0,Hold
2022-05-31,300.59747314453125,303.5714533810643,296.745897651391,301.36779419457156,60968300,293.31408233642577,320.15035146077474,54.538870412062,Hold,0.0,Hold
2022-06-01,298.3742370605469,304.8585078295692,296.1608179752849,302.7328423020077,65341700,292.6890579223633,319.8503702799479,59.29132189483558,Hold,0.0,Hold
2022-06-02,306.54541015625,306.7209172742776,295.8390296007222,297.25290637352026,59291300,291.94702301025393,319.7110829671224,63.84550411728363,Hold,0.0,Hold
2022-06-03,298.56927490234375,302.7328525405804,297.321174666632,301.32873605577254,60914700,291.615495300293,319.249929300944,52.62056832214548,Hold,0.0,Hold
2022-06-06,299.5638122558594,304.5659729663611,298.0036796925584,303.0058404030601,51785000,291.5165222167969,318.86573130289713,55.57103661491192,Hold,0.0,Hold
2022-06-07,302.14776611328125,302.9278472737371,295.1467050816167,296.23878894920125,44900300,292.1366729736328,318.6361083984375,52.50944826865943,Hold,0.0,Hold
2022-06-08,299.97344970703125,303.95176068273287,299.1251056081908,301.348285515184,38342100,292.472102355957,318.4713668823242,63.54232437133923,Hold,0.0,Hold
2022-06-09,291.9387512207031,301.34826098976845,291.77300439528057,298.28652730672485,55900500,292.84068450927737,318.01072692871094,57.2633514698747,Hold,0.0,Hold
2022-06-10,281.64190673828125,287.52163383758494,281.19337858382175,286.33203587892865,85963500,292.72806549072266,317.1809382120768,50.10354197825132,Hold,0.0,Hold
2022-06-13,268.5465393066406,275.3038303481986,267.68846493494067,272.7783790424765,94442000,291.4346206665039,316.06601969401044,39.480692021953814,Hold,0.0,Hold
2022-06-14,269.0342102050781,271.7156790472518,266.5282485454233,270.7405994682795,64697500,290.336198425293,314.8447998046875,42.932060451972326,Hold,0.0,Hold
2022-06-15,275.7524108886719,279.6819792310972,269.71666771221135,272.45666788942674,86051400,289.1968170166016,313.7514114379883,44.90484266987156,Hold,0.0,Hold
2022-06-16,264.6268005371094,269.18040446273096,262.5693676236084,268.7221159754249,81910300,288.2339233398437,312.3607874552409,33.82362214540797,Hold,0.0,Hold
2022-06-17,267.84442138671875,270.2821185999969,263.7685987878087,265.3969638623327,82703400,287.50797271728516,311.1071589152018,28.464008349160395,Hold,0.0,Hold
2022-06-21,274.6021423339844,276.9175477266973,272.2184026530174,272.3258532528724,51633700,287.1637847900391,309.8390747070313,34.500218172237055,Hold,0.0,Hold
2022-06-22,274.2015686035156,278.6076088822081,271.5051672393198,272.10109459964207,67472900,286.5655487060547,308.5691879272461,35.26675307205376,Hold,0.0,Hold
2022-06-23,278.2853088378906,279.1352539131454,273.8499300315756,276.6830902205133,57457800,286.4757247924805,307.2770075480143,31.872230750769234,Hold,0.0,Hold
2022-06-24,287.8202819824219,288.2403946837072,280.8741562890391,281.1086156093789,58422300,286.6666595458984,306.0416844685872,43.2401227215692,Hold,0.0,Hold
2022-06-27,285.7101135253906,289.74490714992544,284.57684368727377,289.178287137997,54151500,286.3586456298828,304.83782246907555,41.4081816819113,Hold,0.0,Hold
2022-06-28,277.00537109375,288.8362622736731,276.81974756548476,286.2473417666205,61609800,285.1390625,303.5628245035807,35.5074110689319,Hold,0.0,Hold
2022-06-29,277.2593688964844,278.7638855125024,274.367595118916,276.86859349101604,57302700,283.97215728759767,302.3032730102539,36.610726242109486,Hold,0.0,Hold
