Price,Close,High,Low,Open,Volume
Ticker,SE,SE,SE,SE,SE
Date,,,,,
2022-01-03,223.30999755859375,231.2100067138672,217.5500030517578,230.7100067138672,3547100
2022-01-04,197.83999633789062,207.07000732421875,194.0,206.1999969482422,19429000
2022-01-05,184.72000122070312,198.9499969482422,179.7209930419922,190.32000732421875,17390500
2022-01-06,192.75999450683594,195.8000030517578,177.97000122070312,183.5,11285300
2022-01-07,187.10000610351562,198.22000122070312,186.74000549316406,193.25,7099300
2022-01-10,187.10000610351562,187.97000122070312,168.0,183.8000030517578,11987200
2022-01-11,197.86000061035156,203.55999755859375,186.0,187.1699981689453,8474400
2022-01-12,200.60000610351562,206.3800048828125,195.66000366210938,203.2899932861328,6952500
2022-01-13,180.5500030517578,200.64999389648438,180.0,200.49000549316406,7645700
2022-01-14,175.02999877929688,183.71400451660156,170.02999877929688,179.57000732421875,7680500
2022-01-18,170.47999572753906,177.14500427246094,166.3000030517578,173.0,9450300
2022-01-19,167.8300018310547,174.3800048828125,166.83999633789062,169.0800018310547,6110900
2022-01-20,170.05999755859375,180.61000061035156,169.52999877929688,172.0,6380600
2022-01-21,154.41000366210938,169.677001953125,153.2100067138672,169.27000427246094,11606500
2022-01-24,149.32000732421875,149.7899932861328,132.0,146.10000610351562,18213500
2022-01-25,144.9199981689453,149.33999633789062,139.25,143.47000122070312,9002200
2022-01-26,135.61000061035156,151.66000366210938,133.1540069580078,149.7899932861328,10477900
2022-01-27,128.27999877929688,140.8000030517578,127.91000366210938,137.0,11022200
2022-01-28,136.6199951171875,137.22999572753906,119.41000366210938,125.3499984741211,15076500
2022-01-31,150.30999755859375,151.69000244140625,137.1999969482422,139.47999572753906,9621600
2022-02-01,158.94000244140625,159.2100067138672,148.60000610351562,152.24000549316406,7308600
2022-02-02,147.44000244140625,160.0,144.35000610351562,157.52999877929688,6923200
2022-02-03,145.0399932861328,150.32000732421875,140.35699462890625,143.60000610351562,9381900
2022-02-04,155.02000427246094,156.06500244140625,143.13499450683594,146.99000549316406,6176900
2022-02-07,156.1199951171875,159.5800018310547,151.80999755859375,152.00999450683594,8302500
2022-02-08,162.50999450683594,164.24000549316406,153.52999877929688,155.25,7272100
2022-02-09,173.9499969482422,174.0,163.0,163.0,8629800
2022-02-10,164.66000366210938,175.36000061035156,164.25,167.1999969482422,7502500
2022-02-11,158.27999877929688,164.13099670410156,155.75999450683594,160.8000030517578,5256600
2022-02-14,129.1699981689453,139.6999969482422,127.08000183105469,139.08999633789062,28413100
2022-02-15,149.5500030517578,149.8000030517578,133.27000427246094,134.00999450683594,16847600
2022-02-16,141.5800018310547,146.97999572753906,138.77000427246094,146.75,8266700
2022-02-17,137.64999389648438,144.2779998779297,136.47999572753906,140.0,5541500
2022-02-18,127.69000244140625,138.47999572753906,125.05999755859375,138.3800048828125,9776200
2022-02-22,125.72000122070312,133.74000549316406,124.91699981689453,125.5999984741211,9012200
2022-02-23,120.5199966430664,128.5800018310547,120.25,125.7300033569336,8054400
2022-02-24,122.75,124.58000183105469,111.5,114.93000030517578,11055800
2022-02-25,137.4600067138672,138.77099609375,125.80000305175781,126.11000061035156,13409000
2022-02-28,145.60000610351562,150.97999572753906,140.38999938964844,140.97000122070312,39154000
2022-03-01,126.5,137.1999969482422,124.30000305175781,131.99000549316406,17505800
2022-03-02,117.75,125.48999786376953,116.12000274658203,125.13999938964844,12799600
2022-03-03,110.04000091552734,121.29900360107422,108.81999969482422,120.79000091552734,10424400
2022-03-04,97.44000244140625,107.7699966430664,96.19000244140625,105.33999633789062,17393200
2022-03-07,89.98999786376953,96.04000091552734,89.05000305175781,95.76000213623047,15459400
2022-03-08,91.52999877929688,97.0,86.3499984741211,89.37000274658203,11630300
2022-03-09,99.0,104.25499725341797,97.6500015258789,98.4000015258789,8713400
2022-03-10,98.94999694824219,99.70999908447266,89.63999938964844,96.19000244140625,9083000
2022-03-11,91.04000091552734,102.2300033569336,90.44000244140625,100.5,7583200
2022-03-14,87.77999877929688,94.11000061035156,86.79000091552734,88.95999908447266,8433400
2022-03-15,93.7699966430664,93.83000183105469,85.01000213623047,85.3499984741211,10171700
2022-03-16,111.36000061035156,112.1500015258789,102.19999694824219,106.0999984741211,15234300
2022-03-17,114.2300033569336,114.63999938964844,105.36000061035156,108.87999725341797,7132400
2022-03-18,122.54000091552734,124.66000366210938,114.30899810791016,116.01000213623047,10544500
2022-03-21,114.2300033569336,120.98999786376953,111.53900146484375,119.06999969482422,7514200
2022-03-22,124.5,127.5,115.22000122070312,118.80000305175781,7786100
2022-03-23,126.81999969482422,131.3699951171875,121.41000366210938,122.58999633789062,6428700
2022-03-24,123.31999969482422,128.50999450683594,117.55000305175781,128.47999572753906,7330800
2022-03-25,116.12000274658203,122.80000305175781,113.6500015258789,121.22000122070312,4890400
2022-03-28,116.9800033569336,117.95999908447266,109.66999816894531,111.91000366210938,10356000
2022-03-29,127.36000061035156,129.47799682617188,120.18000030517578,122.23999786376953,8084100
2022-03-30,123.44000244140625,131.39999389648438,121.63500213623047,127.9800033569336,6768100
2022-03-31,119.79000091552734,123.49400329589844,115.16000366210938,123.19999694824219,6527100
2022-04-01,121.0999984741211,123.61900329589844,115.87999725341797,120.98999786376953,5216600
2022-04-04,132.72000122070312,136.42999267578125,125.05999755859375,126.0,7806800
2022-04-05,124.86000061035156,132.63999938964844,124.04000091552734,131.3699951171875,5568300
2022-04-06,120.7699966430664,122.9000015258789,115.66999816894531,122.88999938964844,4609000
2022-04-07,116.25,121.98999786376953,113.18000030517578,119.30999755859375,5106000
2022-04-08,114.41999816894531,117.3499984741211,112.95500183105469,116.0,4714800
2022-04-11,113.93000030517578,115.37000274658203,108.30000305175781,113.80000305175781,5168200
2022-04-12,108.80000305175781,118.48999786376953,108.02999877929688,114.91000366210938,5328600
2022-04-13,113.16999816894531,116.5999984741211,107.5,109.54000091552734,4338200
2022-04-14,108.58000183105469,113.12999725341797,106.6500015258789,111.63999938964844,4317800
2022-04-18,104.02999877929688,107.66999816894531,101.83499908447266,107.26000213623047,4014700
2022-04-19,107.52999877929688,108.83499908447266,101.01000213623047,102.45999908447266,3527200
2022-04-20,100.16999816894531,107.5999984741211,99.18000030517578,106.80000305175781,4604800
2022-04-21,91.22000122070312,102.25,90.30999755859375,100.61000061035156,7378800
2022-04-22,87.62000274658203,95.79000091552734,87.19999694824219,92.63999938964844,8016600
2022-04-25,89.5199966430664,90.41999816894531,84.02999877929688,85.5,6844400
2022-04-26,83.30999755859375,89.01000213623047,83.1500015258789,88.5,4762000
2022-04-27,82.5199966430664,86.3499984741211,80.87999725341797,82.9800033569336,4594800
2022-04-28,84.69999694824219,86.08000183105469,79.66999816894531,82.52999877929688,4754700
2022-04-29,82.76000213623047,92.18000030517578,82.44999694824219,88.29000091552734,7659500
2022-05-02,88.69000244140625,88.86000061035156,80.12999725341797,80.27999877929688,4875400
2022-05-03,87.58999633789062,90.02999877929688,85.47599792480469,86.12999725341797,3294400
2022-05-04,90.16999816894531,90.37999725341797,81.5,86.04000091552734,5380700
2022-05-05,81.91000366210938,87.58999633789062,79.75,87.41999816894531,7219000
2022-05-06,76.19999694824219,81.9000015258789,74.0,81.41000366210938,9516700
2022-05-09,64.62000274658203,72.75900268554688,62.529998779296875,72.75,17459100
2022-05-10,64.18000030517578,68.75,62.0,66.5199966430664,10371500
2022-05-11,57.11000061035156,64.8499984741211,56.689998626708984,63.5,14385100
2022-05-12,61.45000076293945,64.19000244140625,54.060001373291016,56.40999984741211,15848600
2022-05-13,75.4000015258789,76.0,64.4800033569336,64.66000366210938,17415500
2022-05-16,70.33000183105469,75.33000183105469,69.33000183105469,72.19999694824219,10943500
2022-05-17,80.20999908447266,83.20999908447266,75.0,79.30000305175781,21749200
2022-05-18,74.19999694824219,79.55000305175781,73.27200317382812,78.29000091552734,8861300
2022-05-19,76.88999938964844,79.26000213623047,72.7030029296875,73.94000244140625,9149900
2022-05-20,79.66000366210938,82.45999908447266,75.3499984741211,78.8550033569336,11188200
2022-05-23,77.25,80.37999725341797,76.11000061035156,78.94999694824219,6959500
2022-05-24,71.33999633789062,75.5,70.61000061035156,75.16999816894531,5974500
2022-05-25,75.70999908447266,77.77100372314453,71.91000366210938,72.69999694824219,8538400
2022-05-26,79.55000305175781,80.80000305175781,74.4800033569336,75.47000122070312,5817800
2022-05-27,82.86000061035156,84.2300033569336,80.4000015258789,80.75,6388300
2022-05-31,82.66000366210938,89.73999786376953,81.33499908447266,87.0199966430664,12952100
2022-06-01,79.75,83.94999694824219,77.6500015258789,82.86000061035156,6358900
2022-06-02,83.04000091552734,84.16999816894531,78.7699966430664,78.83999633789062,5813900
2022-06-03,78.76000213623047,82.1969985961914,78.30999755859375,80.7300033569336,4655300
2022-06-06,81.25,85.19999694824219,80.51000213623047,81.8499984741211,5123500
2022-06-07,86.27999877929688,87.23999786376953,80.12000274658203,80.79000091552734,7766000
2022-06-08,88.80999755859375,89.91999816894531,87.31999969482422,87.61000061035156,9086200
2022-06-09,82.18000030517578,86.54000091552734,81.81999969482422,86.1500015258789,6289400
2022-06-10,76.27999877929688,80.98999786376953,74.47000122070312,79.81999969482422,5871700
2022-06-13,70.62000274658203,73.80000305175781,69.2699966430664,71.88999938964844,7135500
2022-06-14,70.94999694824219,73.73999786376953,68.75,71.0,5834900
2022-06-15,75.68000030517578,77.45999908447266,71.5199966430664,71.75,5291300
2022-06-16,69.02999877929688,72.87000274658203,67.9800033569336,69.93000030517578,5841700
2022-06-17,70.19999694824219,72.21499633789062,67.9000015258789,70.55999755859375,6543800
2022-06-21,72.87000274658203,75.77999877929688,71.66000366210938,72.05000305175781,4912100
2022-06-22,71.27999877929688,73.19000244140625,69.6709976196289,69.98999786376953,3458900
2022-06-23,78.19999694824219,78.78500366210938,69.87999725341797,71.69000244140625,6669300
