date,asset,ticker,close
2021-08-05,D05_SI,D05.SI,21.174968719482422
2021-08-06,D05_SI,D05.SI,21.312471389770508
2021-08-10,D05_SI,D05.SI,21.779972076416016
2021-08-11,D05_SI,D05.SI,21.504968643188477
2021-08-12,D05_SI,D05.SI,21.477468490600586
2021-08-13,D05_SI,D05.SI,21.526107788085938
2021-08-16,D05_SI,D05.SI,21.310707092285156
2021-08-17,D05_SI,D05.SI,21.171741485595703
2021-08-18,D05_SI,D05.SI,21.136995315551758
2021-08-19,D05_SI,D05.SI,20.789579391479492
2021-08-20,D05_SI,D05.SI,20.956340789794922
2021-08-23,D05_SI,D05.SI,20.886857986450195
2021-08-24,D05_SI,D05.SI,20.928544998168945
2021-08-25,D05_SI,D05.SI,20.956340789794922
2021-08-26,D05_SI,D05.SI,21.192584991455078
2021-08-27,D05_SI,D05.SI,20.914649963378906
2021-08-30,D05_SI,D05.SI,21.12310028076172
2021-08-31,D05_SI,D05.SI,20.82431983947754
2021-09-01,D05_SI,D05.SI,21.004974365234375
2021-09-02,D05_SI,D05.SI,20.914649963378906
2021-09-03,D05_SI,D05.SI,20.928544998168945
2021-09-06,D05_SI,D05.SI,21.116153717041016
2021-09-07,D05_SI,D05.SI,21.130046844482422
2021-09-08,D05_SI,D05.SI,20.886857986450195
2021-09-09,D05_SI,D05.SI,21.01192855834961
2021-09-10,D05_SI,D05.SI,21.150896072387695
2021-09-13,D05_SI,D05.SI,21.046667098999023
2021-09-14,D05_SI,D05.SI,21.081411361694336
2021-09-15,D05_SI,D05.SI,20.893802642822266
2021-09-16,D05_SI,D05.SI,20.9007511138916
2021-09-17,D05_SI,D05.SI,21.018875122070312
2021-09-20,D05_SI,D05.SI,20.685352325439453
2021-09-21,D05_SI,D05.SI,20.601970672607422
2021-09-22,D05_SI,D05.SI,20.35877799987793
2021-09-23,D05_SI,D05.SI,20.532489776611328
2021-09-24,D05_SI,D05.SI,20.39352035522461
2021-09-27,D05_SI,D05.SI,20.845165252685547
2021-09-28,D05_SI,D05.SI,20.817371368408203
2021-09-29,D05_SI,D05.SI,20.92159652709961
2021-09-30,D05_SI,D05.SI,21.06751823425293
2021-10-01,D05_SI,D05.SI,20.82431983947754
2021-10-04,D05_SI,D05.SI,21.081411361694336
2021-10-05,D05_SI,D05.SI,21.004974365234375
2021-10-06,D05_SI,D05.SI,21.046667098999023
2021-10-07,D05_SI,D05.SI,21.164794921875
2021-10-08,D05_SI,D05.SI,21.143945693969727
2021-10-11,D05_SI,D05.SI,21.018875122070312
