Ticker,Start,End,Total Return [%],Benchmark Return [%],Max Drawdown [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Total Trades,Win Rate [%],Total Fees Paid
NVDA,2022-03-29,2024-12-30,182.32671314717646,380.5108725853418,55.42189034197514,1.2861448180494683,2.1345216045281097,1.312593565234518,6,66.66666666666666,192.91735177764502
MSFT,2022-03-29,2024-12-30,-8.82741730225429,37.89942108325097,29.483618145905577,-0.09754276296089903,-0.1343395354383527,-0.1611384036812709,9,25.0,157.78083319129436
SPY,2022-03-29,2024-12-30,7.750940436681922,32.754591740871945,19.010389222692602,0.34076535420048293,0.46330789489502583,0.21094908003709373,8,42.857142857142854,137.59565428419504
QQQ,2022-03-29,2024-12-30,0.14091571006023515,41.560090991268694,27.44871278132905,0.09748165905051444,0.13283622656614924,0.0027030389746970826,8,28.57142857142857,134.63209634748273
D05_SI,2022-03-29,2024-12-30,39.52588528538488,59.14624000067663,14.669106739441132,1.2340753716451396,1.9206074478118305,1.311367510726909,7,50.0,136.76830850809645
