signal_date,effective_return_date,asset,ticker,portfolio_sleeve_weight,decision_price,predicted_probability,selected_threshold,selected_filter,validation_calmar,signal,previous_position,target_position,position_change,position_change_abs,side,daily_asset_return,gross_strategy_return,fixed_cost_bps,fixed_cost_return,fixed_cost_net_return,data_as_of_date,data_snapshot
2025-01-07,2025-01-08,NVDA,NVDA,0.3333333333333333,139.93099975585938,0.49129205003928195,0.55,NO_FILTER,10.133806552797092,0,1.0,0.0,-1.0,1.0,SELL,-0.062169630329582226,-0.062169630329582226,10.0,0.001,-0.06316963032958223,2026-07-13,final_model_bridge_prices_2026-07-06.csv
2025-01-07,2025-01-08,SPY,SPY,0.3333333333333333,578.7222900390625,0.5261847886221535,0.4,NO_FILTER,3.864395561716396,1,1.0,1.0,0.0,0.0,NONE,-0.01130414970707061,-0.01130414970707061,10.0,0.0,-0.01130414970707061,2026-07-13,final_model_bridge_prices_2026-07-06.csv
2025-01-08,2025-01-09,D05_SI,D05.SI,0.3333333333333333,41.6446533203125,0.4732840835204556,0.4,NO_FILTER,3.618630459002006,1,1.0,1.0,0.0,0.0,NONE,0.021123626446091226,0.021123626446091226,10.0,0.0,0.021123626446091226,2026-07-13,final_model_bridge_prices_2026-07-06.csv
2025-01-08,2025-01-10,NVDA,NVDA,0.3333333333333333,139.90106201171875,0.48413049857560747,0.55,NO_FILTER,10.133806552797092,0,0.0,0.0,0.0,0.0,NONE,-0.00021394647499739516,-0.0,10.0,0.0,-0.0,2026-07-13,final_model_bridge_prices_2026-07-06.csv
2025-01-08,2025-01-10,SPY,SPY,0.3333333333333333,579.56787109375,0.5285864377106477,0.4,NO_FILTER,3.864395561716396,1,1.0,1.0,0.0,0.0,NONE,0.0014611171355269903,0.0014611171355269903,10.0,0.0,0.0014611171355269903,2026-07-13,final_model_bridge_prices_2026-07-06.csv
2025-01-09,2025-01-10,D05_SI,D05.SI,0.3333333333333333,41.24140167236328,0.4673670932382155,0.4,NO_FILTER,3.618630459002006,1,1.0,1.0,0.0,0.0,NONE,-0.009683155358446216,-0.009683155358446216,10.0,0.0,-0.009683155358446216,2026-07-13,final_model_bridge_prices_2026-07-06.csv
2025-01-10,2025-01-13,D05_SI,D05.SI,0.3333333333333333,40.44407272338867,0.4747699673846277,0.4,NO_FILTER,3.618630459002006,1,1.0,1.0,0.0,0.0,NONE,-0.019333216540719955,-0.019333216540719955,10.0,0.0,-0.019333216540719955,2026-07-13,final_model_bridge_prices_2026-07-06.csv
2025-01-10,2025-01-13,NVDA,NVDA,0.3333333333333333,135.70733642578125,0.4802976147437039,0.55,NO_FILTER,10.133806552797092,0,0.0,0.0,0.0,0.0,NONE,-0.029976367052783504,-0.0,10.0,0.0,-0.0,2026-07-13,final_model_bridge_prices_2026-07-06.csv
2025-01-10,2025-01-13,SPY,SPY,0.3333333333333333,570.7193603515625,0.5274907085554652,0.4,NO_FILTER,3.864395561716396,1,1.0,1.0,0.0,0.0,NONE,-0.015267427998534089,-0.015267427998534089,10.0,0.0,-0.015267427998534089,2026-07-13,final_model_bridge_prices_2026-07-06.csv
2025-01-13,2025-01-14,D05_SI,D05.SI,0.3333333333333333,40.38908004760742,0.48392904149382066,0.4,NO_FILTER,3.618630459002006,1,1.0,1.0,0.0,0.0,NONE,-0.0013597215136409435,-0.0013597215136409435,10.0,0.0,-0.0013597215136409435,2026-07-13,final_model_bridge_prices_2026-07-06.csv
2025-01-13,2025-01-14,NVDA,NVDA,0.3333333333333333,133.03131103515625,0.4854698229563175,0.55,NO_FILTER,10.133806552797092,0,0.0,0.0,0.0,0.0,NONE,-0.0197190915473352,-0.0,10.0,0.0,-0.0,2026-07-13,final_model_bridge_prices_2026-07-06.csv
2025-01-13,2025-01-14,SPY,SPY,0.3333333333333333,571.604248046875,0.5332471329258318,0.4,NO_FILTER,3.864395561716396,1,1.0,1.0,0.0,0.0,NONE,0.00155047779484363,0.00155047779484363,10.0,0.0,0.00155047779484363,2026-07-13,final_model_bridge_prices_2026-07-06.csv
2025-01-14,2025-01-15,D05_SI,D05.SI,0.3333333333333333,40.23328399658203,0.4947148208818546,0.4,NO_FILTER,3.618630459002006,1,1.0,1.0,0.0,0.0,NONE,-0.0038573805306224562,-0.0038573805306224562,10.0,0.0,-0.0038573805306224562,2026-07-13,final_model_bridge_prices_2026-07-06.csv
2025-01-14,2025-01-15,NVDA,NVDA,0.3333333333333333,131.5634765625,0.48388148072913356,0.55,NO_FILTER,10.133806552797092,0,0.0,0.0,0.0,0.0,NONE,-0.011033751838079309,-0.0,10.0,0.0,-0.0,2026-07-13,final_model_bridge_prices_2026-07-06.csv
2025-01-14,2025-01-15,SPY,SPY,0.3333333333333333,572.3908081054688,0.5366355041045254,0.4,NO_FILTER,3.864395561716396,1,1.0,1.0,0.0,0.0,NONE,0.0013760570557013185,0.0013760570557013185,10.0,0.0,0.0013760570557013185,2026-07-13,final_model_bridge_prices_2026-07-06.csv
2025-01-15,2025-01-16,D05_SI,D05.SI,0.3333333333333333,39.8666877746582,0.5113664729621444,0.4,NO_FILTER,3.618630459002006,1,1.0,1.0,0.0,0.0,NONE,-0.009111764825237012,-0.009111764825237012,10.0,0.0,-0.009111764825237012,2026-07-13,final_model_bridge_prices_2026-07-06.csv
2025-01-15,2025-01-16,NVDA,NVDA,0.3333333333333333,136.03683471679688,0.4846218722325087,0.55,NO_FILTER,10.133806552797092,0,0.0,0.0,0.0,0.0,NONE,0.034001519807602465,0.0,10.0,0.0,0.0,2026-07-13,final_model_bridge_prices_2026-07-06.csv
2025-01-15,2025-01-16,SPY,SPY,0.3333333333333333,582.8025512695312,0.5228893104704464,0.4,NO_FILTER,3.864395561716396,1,1.0,1.0,0.0,0.0,NONE,0.01818992027234656,0.01818992027234656,10.0,0.0,0.01818992027234656,2026-07-13,final_model_bridge_prices_2026-07-06.csv
2025-01-16,2025-01-17,D05_SI,D05.SI,0.3333333333333333,40.1233024597168,0.49729665590379873,0.4,NO_FILTER,3.618630459002006,1,1.0,1.0,0.0,0.0,NONE,0.006436819795742288,0.006436819795742288,10.0,0.0,0.006436819795742288,2026-07-13,final_model_bridge_prices_2026-07-06.csv
2025-01-16,2025-01-17,NVDA,NVDA,0.3333333333333333,133.37081909179688,0.4785173713565519,0.55,NO_FILTER,10.133806552797092,0,0.0,0.0,0.0,0.0,NONE,-0.019597748143362348,-0.0,10.0,0.0,-0.0,2026-07-13,final_model_bridge_prices_2026-07-06.csv
2025-01-16,2025-01-17,SPY,SPY,0.3333333333333333,581.6817626953125,0.5311510570978546,0.4,NO_FILTER,3.864395561716396,1,1.0,1.0,0.0,0.0,NONE,-0.0019231016950377322,-0.0019231016950377322,10.0,0.0,-0.0019231016950377322,2026-07-13,final_model_bridge_prices_2026-07-06.csv
