strategy,assets,total_return,volatility,sharpe,mdd,calmar,var_95,es_95
Buy & Hold,"D05_SI,NVDA,SPY",0.5425401398893417,0.20633869094769758,1.4643251375741817,-0.2217314161199927,2.446834775978427,-0.01943527095325641,-0.02967608356293182
Final ExtraTrees ML,"D05_SI,NVDA,SPY",0.3817251809616302,0.0956624056769341,2.238129365030628,-0.10765851884130051,3.5457034433506514,-0.0071472990407286975,-0.012977106295310344
