Date,Buy & Hold,Final ExtraTrees ML
2025-03-04,0.9566487877003188,1.006796846979661
2025-03-05,0.9643079328267402,1.0110672142819457
2025-03-06,0.9425554975078203,1.007596410347556
2025-03-07,0.9504772095612737,1.0096250908042932
2025-03-10,0.925089016025318,0.9997095586749828
2025-03-11,0.9167611714777626,0.9851653728924132
2025-03-12,0.9396137026573625,0.9886155754928453
2025-03-13,0.9324695002281825,0.9815543701393463
2025-03-14,0.9563244828742208,0.9894254585275166
2025-03-17,0.9539683533603059,0.9927886427354631
2025-03-18,0.9444268352047187,0.9942100420203581
2025-03-19,0.9547438033442376,0.9990703879834132
2025-03-20,0.9579668488309571,0.9995809845669718
2025-03-21,0.9552031072917636,0.9990303672565697
2025-03-24,0.972206405377561,1.006317040377947
2025-03-25,0.9750529877603576,1.0112527623971401
2025-03-26,0.9549100638574324,1.0097173396351593
2025-03-27,0.9488490354891644,1.010202055180944
2025-03-28,0.9367370269280301,1.0026254610814478
2025-03-31,0.9343719916356918,1.0059907859226471
2025-04-01,0.9379254291422096,1.004340140600678
2025-04-02,0.9401956137713025,1.0059505081922324
2025-04-03,0.8967458241484855,0.9856385940406998
2025-04-04,0.8426755031812433,0.9500528435646604
2025-04-07,0.8295955011229329,0.9349894470527065
2025-04-08,0.8124579669460116,0.919951904521502
2025-04-09,0.8856175460592391,0.9453776093409387
2025-04-10,0.8751671030532109,0.9528544878680583
2025-04-11,0.8781596353884163,0.9461916771310466
2025-04-14,0.8856391811375143,0.9548761891526748
2025-04-15,0.8975330621723646,0.9634161638843813
2025-04-16,0.8713726588965491,0.957403000868861
2025-04-17,0.8687353716349367,0.9636679929828403
2025-04-21,0.8529591042493043,0.9606637142415698
2025-04-22,0.8691171486191754,0.9723195523480617
2025-04-23,0.8919274190635543,0.9853185479806517
2025-04-24,0.9052094348759469,0.988095717015198
2025-04-25,0.9204454312741093,0.9905532342283042
2025-04-28,0.9138986536906925,0.9902893406178911
2025-04-29,0.9150458052595981,0.9906519767845754
2025-04-30,0.917568965971595,0.9936865376080868
2025-05-01,0.9321509995060547,0.9972076561531688
2025-05-02,0.94663890225269,1.0040995302310962
2025-05-05,0.9442856047301355,1.0035911203082402
2025-05-06,0.9416878293677582,1.0016531499996237
2025-05-07,0.9510600236092784,1.0012709893220304
2025-05-08,0.9565551201536143,1.0061723260713924
2025-05-09,0.9587806383447145,1.0105707252499705
2025-05-12,1.00071955495987,1.0272691648540542
2025-05-13,1.0256848224443216,1.0336041957797417
2025-05-14,1.040512112522734,1.0342002392061327
2025-05-15,1.0475615146811765,1.0421612549440382
2025-05-16,1.0532179428893016,1.047788523832085
2025-05-19,1.0516812997308547,1.046259802186659
2025-05-20,1.048058590373215,1.0426557681728623
2025-05-21,1.0334964196453797,1.0278211146262788
2025-05-22,1.036792947980001,1.0284221751850657
2025-05-23,1.0325387714252456,1.0281768062545735
2025-05-26,1.0283585447362762,1.0240142389540234
2025-05-27,1.0484124410939837,1.0330379042824176
2025-05-28,1.0494768555031666,1.0358402229042485
2025-05-29,1.0609840195676739,1.0359796153314274
2025-05-30,1.0481501110431337,1.0335208833432004
2025-06-02,1.057029426281787,1.03654003491186
2025-06-03,1.068415986085901,1.0380482066581331
2025-06-04,1.0717550950578274,1.0395772733556556
2025-06-05,1.0652495450141644,1.0379795018495674
2025-06-06,1.0740728944708204,1.042301169649705
2025-06-09,1.0796303341836568,1.045463317509793
2025-06-10,1.0823367489572049,1.044834490930259
2025-06-11,1.076263327880799,1.0416812921721104
2025-06-12,1.0815405828051774,1.04151359755275
2025-06-13,1.0682009859420987,1.035922370985135
2025-06-16,1.076087494460039,1.0369548601764482
2025-06-17,1.0740461230835465,1.036349410358876
2025-06-18,1.075518484635794,1.034510208476194
2025-06-19,1.0682237625804802,1.0274936257377076
2025-06-20,1.0629926195471888,1.0262993999593952
2025-06-23,1.0671192837748498,1.0295225886076098
2025-06-24,1.0838201171084731,1.0367563773021937
2025-06-25,1.1021267621229516,1.0392903676806733
2025-06-26,1.1052087139141358,1.0402561606838205
2025-06-27,1.1171760665952057,1.0436909104398913
2025-06-30,1.1199381218127893,1.0440786621644307
2025-07-01,1.1103978634726817,1.0456285491663195
2025-07-02,1.1194795186531399,1.0436196421005912
2025-07-03,1.1282121428996739,1.0443953281479097
2025-07-04,1.134737796880144,1.0504361801039934
2025-07-07,1.133156510108711,1.0539988059636634
2025-07-08,1.1376469527019053,1.054460388134229
2025-07-09,1.1460835643479785,1.053845545628802
2025-07-10,1.1514451013808833,1.055153697693926
2025-07-11,1.1534377358762398,1.0564586451400475
2025-07-14,1.1546978456426755,1.0587557840510853
2025-07-15,1.166943652179252,1.0568780151159238
2025-07-16,1.1700240965766255,1.0582851188702496
2025-07-17,1.1808558793736255,1.0647271789967632
2025-07-18,1.1818393006431633,1.06682424602401
2025-07-21,1.1824962696065757,1.0695417197122519
2025-07-22,1.1724645210727804,1.069517347673902
2025-07-23,1.1918426045950055,1.078833490004201
2025-07-24,1.2077745816046461,1.0865432781823667
2025-07-25,1.2076919826000345,1.0866071056694895
2025-07-28,1.2118494811555995,1.083653960268558
2025-07-29,1.2074519921463744,1.082847333901071
2025-07-30,1.2127518922140341,1.0798675446576056
2025-07-31,1.2051467173113313,1.0759067341820299
2025-08-01,1.186590510940346,1.0677080652585385
2025-08-04,1.2093106660688098,1.0752860208919095
2025-08-05,1.2063162875562172,1.0760883434312738
2025-08-06,1.217097669969681,1.0833716183369169
2025-08-07,1.2272849611832728,1.08972238467934
2025-08-08,1.2429833288173924,1.099783050659711
2025-08-11,1.240794284616979,1.0991303756403055
2025-08-12,1.2494078672937743,1.1045468844666873
2025-08-13,1.251268139453203,1.109347443148463
2025-08-14,1.2505669992684283,1.107850192739542
2025-08-15,1.2411243433635226,1.1026703855770768
2025-08-18,1.2421235729392255,1.1003806028159382
2025-08-19,1.227557105657519,1.1003134016622247
2025-08-20,1.2270596595164656,1.1003686953246552
2025-08-21,1.2293475482111298,1.1032987000811145
2025-08-22,1.2443902446942983,1.1104726861241745
2025-08-25,1.2428876642720734,1.1053468349884
2025-08-26,1.2465864304707783,1.104620038939733
2025-08-27,1.2483907031321297,1.1065631887850151
2025-08-28,1.2479147124558163,1.1090458361358697
2025-08-29,1.2331747046506332,1.1082367098675228
2025-09-01,1.2253637142044482,1.1012170829482866
2025-09-02,1.2185135298007996,1.1022261204911032
2025-09-03,1.2178513129335458,1.1019713575939551
2025-09-04,1.2248461219916227,1.106061570867486
2025-09-05,1.2148088196271973,1.1065946834308504
2025-09-08,1.2192499334908373,1.1106401866496394
2025-09-09,1.2263453198102354,1.116733308596307
2025-09-10,1.258118300328309,1.131344223196841
2025-09-11,1.2599760354034213,1.1333338448493069
2025-09-12,1.2551448268631198,1.1276021789966049
2025-09-15,1.254056923180047,1.1267728289835799
2025-09-16,1.2477891833938282,1.1272056218008675
2025-09-17,1.2358713681607454,1.126301308075406
2025-09-18,1.250269294860719,1.126304885369631
2025-09-19,1.247167629274501,1.1225947952822088
2025-09-22,1.2640647088701071,1.1227305086895814
2025-09-23,1.2521454818870823,1.1247393559142291
2025-09-24,1.2455040097964667,1.1226592848130983
2025-09-25,1.2447004693507369,1.1204124840030518
2025-09-26,1.2484099798795412,1.1227006566903865
2025-09-29,1.2591198997733428,1.1246454331320104
2025-09-30,1.2777787116174628,1.131560646528581
2025-10-01,1.28431739844832,1.136016816146316
2025-10-02,1.2990408192573049,1.145703195793124
2025-10-03,1.2962869628703468,1.145842150147603
2025-10-06,1.29582553492986,1.149668596041246
2025-10-07,1.306050812520776,1.1597733047964542
2025-10-08,1.3140119580066958,1.1583396294054356
2025-10-09,1.3178514143475153,1.154659796690088
2025-10-10,1.2840238093598628,1.1438287279655213
2025-10-13,1.2990724951453863,1.146492955471239
2025-10-14,1.2733995590147154,1.1406586073080498
2025-10-15,1.2756186647808019,1.1430687698793387
2025-10-16,1.2754699553149549,1.1387403307047925
2025-10-17,1.2770512274580903,1.1372082848205955
2025-10-20,1.2816708722633032,1.143122052353233
2025-10-21,1.2809138202615258,1.1455345292978052
2025-10-22,1.2802915541164437,1.1468328989187067
2025-10-23,1.2901835312986034,1.151707243262899
2025-10-24,1.3041062736406126,1.1554949039017965
2025-10-27,1.3242174043667512,1.162499140343508
2025-10-28,1.3513355981357003,1.1666129238307958
2025-10-29,1.36210163233687,1.1755184092357678
2025-10-30,1.3503747255265182,1.1732520781832505
2025-10-31,1.3505468542296715,1.1741726559977694
2025-11-03,1.3599830480039392,1.1738911336839366
2025-11-04,1.3342189729482286,1.1671432168557963
2025-11-05,1.3279707428392231,1.1684914527132637
2025-11-06,1.323932318778519,1.1791642912443636
2025-11-07,1.3200812760238008,1.1755881460015936
2025-11-10,1.3467571463896124,1.1766424649376772
2025-11-11,1.34120136573673,1.1833943123760857
2025-11-12,1.3426877979851675,1.183398882514562
2025-11-13,1.3184919303932443,1.1761993443228447
2025-11-14,1.3244214883764485,1.1745440219779897
2025-11-17,1.3121026829640594,1.1709689996580595
2025-11-18,1.293556116033228,1.1653782203780112
2025-11-19,1.307650510642884,1.1670236779875414
2025-11-20,1.2884830532568832,1.1621809096803146
2025-11-21,1.287141086323467,1.16474490209781
2025-11-24,1.2999403466675241,1.1683615386426238
2025-11-25,1.2937626957903734,1.1729001954586162
2025-11-26,1.3053979904580915,1.1780838565159009
2025-11-27,1.30927732377123,1.181584842409597
2025-11-28,1.305383258589881,1.185193504326459
2025-12-01,1.3092905535375434,1.1818285447220127
2025-12-02,1.3146420767701414,1.186265143801184
2025-12-03,1.3139909178532936,1.1893570825427071
2025-12-04,1.3218089939323359,1.1960371510543613
2025-12-05,1.3199089106966189,1.1964266851737144
2025-12-08,1.324617345800547,1.1938295239966974
2025-12-09,1.3240832271167349,1.19459206358553
2025-12-10,1.324170866123543,1.1972329301259408
2025-12-11,1.3205550830992636,1.2001525601556118
2025-12-12,1.3067043593276808,1.2006321428100373
2025-12-15,1.3111853015733315,1.201845334900761
2025-12-16,1.315117365003593,1.2021998355100143
2025-12-17,1.2915947950528306,1.1959848829523088
2025-12-18,1.3019701564458768,1.198129247984531
2025-12-19,1.3210067769960616,1.1999375871501083
2025-12-22,1.3369797073941516,1.2084797635458466
2025-12-23,1.3575296674978805,1.214949398902945
2025-12-24,1.3573651952763468,1.2160864773183933
2025-12-26,1.3613626271906154,1.2155413591004163
2025-12-29,1.354001630170278,1.2138812760200854
2025-12-30,1.3542291252280645,1.2155470563767399
2025-12-31,1.3472628667194464,1.211541140625119
2026-01-02,1.354063543166244,1.212568001535956
2026-01-05,1.3573256175136998,1.217051593508662
2026-01-06,1.368122828856253,1.2286306778184033
2026-01-07,1.3749073031796504,1.2306332637707929
2026-01-08,1.3566787197810475,1.2231459938205036
2026-01-09,1.36128010768443,1.2276910911919188
2026-01-12,1.3643160937829795,1.2302520256042737
2026-01-13,1.3702612671732857,1.2336838650186432
2026-01-14,1.3602810567810497,1.23060755594452
2026-01-15,1.375628107154161,1.2357338798568096
2026-01-16,1.375024563186797,1.2369974706221736
2026-01-19,1.365488657385939,1.228418793795911
2026-01-20,1.3317827285234178,1.216038062898049
2026-01-21,1.349154322940432,1.2199491648930432
2026-01-22,1.3556971761844785,1.2224937309327375
2026-01-23,1.3672148580993904,1.2266407332960705
2026-01-26,1.3638177767095072,1.2262073825656332
2026-01-27,1.378269863908285,1.234707717117725
2026-01-28,1.3876274647254463,1.2365411573866796
2026-01-29,1.3910427198910715,1.2374539111952647
2026-01-30,1.381760403293719,1.2321533429859315
2026-02-02,1.3682582477407497,1.2319750205635789
2026-02-03,1.3527690991716435,1.22968841310765
2026-02-04,1.337345621572472,1.2296465620104486
2026-02-05,1.328345891244688,1.226397328351979
2026-02-06,1.3690235332036502,1.2635442229447045
2026-02-09,1.3740774769757365,1.2576912023830562
2026-02-10,1.366184636368724,1.2537759052326032
2026-02-11,1.3673630200796938,1.2515101655519238
2026-02-12,1.3550825073904822,1.247096775581349
2026-02-13,1.3397930347125362,1.2422096378066008
2026-02-16,1.3358012607643888,1.2385086034364692
2026-02-17,1.3447705563436096,1.2395077597367665
2026-02-18,1.3590994424363878,1.2426298985368789
2026-02-19,1.3635250571115274,1.2468525169451934
2026-02-20,1.374374889214041,1.252527060393181
2026-02-23,1.3751360767951872,1.2494156684682074
2026-02-24,1.3792927641756905,1.2503658158040967
2026-02-25,1.3882822499875098,1.2526581968206145
2026-02-26,1.3562116807757005,1.2465028604199035
2026-02-27,1.3348974312696964,1.244216893639957
2026-03-02,1.3368277021667978,1.2336340296725783
2026-03-03,1.3267256792285314,1.2297877368387242
2026-03-04,1.332417582683463,1.228256266343971
2026-03-05,1.3316381207402859,1.226866735978104
2026-03-06,1.311489561140995,1.2206162013370732
2026-03-09,1.321709003628041,1.2190760013378186
2026-03-10,1.3369848810994867,1.2284491187434923
2026-03-11,1.3400494926518935,1.2284502435007216
2026-03-12,1.3235215209028315,1.2196600794558572
2026-03-13,1.3135845189349513,1.2169184091788843
2026-03-16,1.3305593571572307,1.225960285100891
2026-03-17,1.3373184344766167,1.2350652580137174
2026-03-18,1.3326599399295624,1.234225175024614
2026-03-19,1.3248040527577436,1.231145738266437
2026-03-20,1.3034429770100904,1.2243523819179474
2026-03-23,1.3079835678352802,1.2282093403295862
2026-03-24,1.3070505705495368,1.2283588783326556
2026-03-25,1.3223638980367947,1.2346172805329514
2026-03-26,1.2956756999349777,1.2268359051111615
2026-03-27,1.279155566731738,1.219668465406717
2026-03-30,1.270405646232698,1.2113254597668617
2026-03-31,1.3058588597551177,1.2447261472256934
2026-04-01,1.317556997324178,1.2526648956766788
2026-04-02,1.3219743582361565,1.252968339264989
2026-04-06,1.3252908845960738,1.2555231300874532
2026-04-07,1.3254027510471078,1.254545359644383
2026-04-08,1.351518496333075,1.2699198106566125
2026-04-09,1.3578590815678453,1.2716231345242184
2026-04-10,1.3703628313127578,1.2724541601083998
2026-04-13,1.3778274897522125,1.277856469163534
2026-04-14,1.4015300543325342,1.2832131137211464
2026-04-15,1.4116382090816726,1.2920402019759023
2026-04-16,1.4083020911441868,1.290112858677964
2026-04-17,1.4214469695808294,1.294934915286411
2026-04-20,1.4213094712254906,1.2939963505997267
2026-04-21,1.4150828019766697,1.2929809826770562
2026-04-22,1.4237446615229663,1.2952460530745062
2026-04-23,1.4135408199255792,1.2920609401800038
2026-04-24,1.4367336083821407,1.2946428915264876
2026-04-27,1.4558104304684487,1.2941205282170032
2026-04-28,1.445400678578281,1.2848669376857298
2026-04-29,1.4348533271611816,1.2750627411696975
2026-04-30,1.4338915017820686,1.2938696893391142
2026-05-01,1.431853239105982,1.2956611135719462
2026-05-04,1.430992735486095,1.2948171948579046
2026-05-05,1.429653900873649,1.2979113782338143
2026-05-06,1.4661969625703408,1.3057089051560353
2026-05-07,1.4734118629138475,1.3053476184631756
2026-05-08,1.48455681270152,1.3071742484814695
2026-05-11,1.5031297136596262,1.3139506655997975
2026-05-12,1.5082436493751978,1.316409976528628
2026-05-13,1.5293614489547724,1.3223498074692808
2026-05-14,1.5577140902126565,1.3240422940727679
2026-05-15,1.529121504691034,1.3245560839440085
2026-05-18,1.5267179230606218,1.3286632166340897
2026-05-19,1.529799718333397,1.3372588666626903
2026-05-20,1.5358795148460311,1.3367946861446423
2026-05-21,1.5315808486935396,1.340949464707086
2026-05-22,1.5267600282593499,1.3447933144775497
2026-05-25,1.5287269139412032,1.3465257771215406
2026-05-26,1.5295224242460521,1.3452264576746693
2026-05-27,1.524071347312862,1.3452264576746693
2026-05-28,1.5302431085797412,1.3447201918601173
2026-05-29,1.5316048759443532,1.3513066344209366
2026-06-01,1.5816390165287,1.3513066344209366
2026-06-02,1.5940894230246834,1.3644240142982773
2026-06-03,1.5742383833069984,1.3666416860746584
2026-06-04,1.5790573093693143,1.3619902714754881
2026-06-05,1.5298769501733116,1.3477247386156017
2026-06-08,1.5316778861216722,1.3415574113940885
2026-06-09,1.5372130917907285,1.3473700512523816
2026-06-10,1.4945006179993998,1.3266945366117993
2026-06-11,1.5202327566040295,1.3397183849990115
2026-06-12,1.528945688606585,1.3466991848108
2026-06-15,1.557979846371358,1.356389656850937
2026-06-16,1.5445268610119898,1.355403347379797
2026-06-17,1.5415870492874078,1.3588356363729677
2026-06-18,1.569921024692958,1.3704425320338254
2026-06-19,1.5689695356279074,1.369611941792023
2026-06-22,1.5648763911433596,1.3704593116957813
2026-06-23,1.5357763488577527,1.3638253959965492
2026-06-24,1.532337026114588,1.363134628137325
2026-06-25,1.5235508883725537,1.3627622359059104
2026-06-26,1.506630637224885,1.3550771379883162
2026-06-29,1.5258744822429702,1.3666607639750143
2026-06-30,1.5383389184810163,1.3658615975826447
2026-07-01,1.5314481162889952,1.3654546584613307
2026-07-02,1.5314741646266472,1.371812870560774
2026-07-03,1.5390820116267678,1.3786275741144358
2026-07-06,1.5425401398893417,1.3817251809616302
