Ticker,ML Total Return,Benchmark Total Return,ML Maximum Drawdown,Benchmark Maximum Drawdown,ML Sharpe Ratio,Benchmark Sharpe Ratio,Market Exposure,Average Predicted Probability
D05_SI,0.03313670501311505,0.5008087268682735,-0.09211856640489258,-0.1466910673944113,0.4566965587173557,2.5120114841939225,0.1306122448979592,0.42089470286089214
MSFT,0.24130438377799002,0.18603507007101916,-0.0694767909549654,-0.15486780020271895,1.7686936023841031,0.9774883295994098,0.46530612244897956,0.4780537374994157
NVDA,1.267046966518249,1.797255529869937,-0.2877164806821948,-0.2704675219646048,1.9583486848381058,2.2647485496168516,0.7959183673469388,0.553418571892093
QQQ,0.10778343307740301,0.29387769509796735,-0.09902472460449363,-0.13557734543174893,0.9357176941552698,1.5658488029610171,0.30612244897959184,0.4565391479368645
SPY,0.0006740932120745668,0.2667573542456121,-0.0291236453632302,-0.084056115595735,0.03846345969840357,2.0011125555394913,0.07755102040816327,0.4106119773893513
